token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
217-0	SPK0031	Falling	217	155	Ойбай-ай	Ойбай-ай	linguistic	_	_	Begin=368.787
217-1	SPK0031	Falling	217	155	сен	сен	linguistic	_	_	_
217-2	SPK0031	Falling	217	155	дағы	дағы	linguistic	_	_	_
217-3	SPK0031	Falling	217	155	бір.	бір	linguistic	_	_	End=370.944
218-0	SPK0032	Falling	218	156	Бір	Бір	linguistic	_	_	Begin=371.256
218-1	SPK0032	Falling	218	156	үйдің	үйдің	linguistic	_	_	_
218-2	SPK0032	Falling	218	156	мәшіні	мәшіні	linguistic	_	_	_
218-3	SPK0032	Falling	218	156	емес.	емес	linguistic	_	_	End=372.204
219-0	SPK0032	Falling	219	157	Үтіл	Үтіл	linguistic	_	_	Begin=372.24
219-1	SPK0032	Falling	219	157	мәшіндер.	мәшіндер	linguistic	_	_	End=373.295
220-0	SPK0031	Falling	220	158	Қаңқасы	Қаңқасы	linguistic	_	_	Begin=375.915
220-1	SPK0031	Falling	220	158	ғой	ғой	linguistic	_	_	_
220-2	SPK0031	Falling	220	158	елдің	елдің	linguistic	_	_	_
220-3	SPK0031	Falling	220	158	қалған.	қалған	linguistic	_	_	End=377.799
221-0	SPK0031	Continuing	221	159	Енді,	Енді	linguistic	_	_	Begin=385.375|End=386.317
222-0	SPK0031	Continuing	222	160	соны	соны	linguistic	_	_	Begin=387.595
222-1	SPK0031	Continuing	222	160	енді,	енді	linguistic	_	_	End=388.394
223-0	SPK0031	Continuing	223	160	үтілге	үтілге	linguistic	_	_	Begin=388.494
223-1	SPK0031	Continuing	223	160	ана	ана	linguistic	_	_	_
223-2	SPK0031	Continuing	223	160	жерде	жерде	linguistic	_	_	_
223-3	SPK0031	Continuing	223	160	кім,	кім	linguistic	_	_	End=390.243
224-0	SPK0031	Continuing	224	160	темір	темір	linguistic	_	_	Begin=390.912
224-1	SPK0031	Continuing	224	160	алады	алады	linguistic	_	_	_
224-2	SPK0031	Continuing	224	160	ғой	ғой	linguistic	_	_	_
224-3	SPK0031	Continuing	224	160	әгі,	әгі	linguistic	_	_	End=392.308
225-0	SPK0031	Falling	225	160	¬Есетбай.	Есетбай	linguistic	_	Anonymized=Yes	Begin=392.378|End=393.516
226-0	SPK0031	Falling	226	161	Алмайтыны	Алмайтыны	linguistic	_	_	Begin=395.292
226-1	SPK0031	Falling	226	161	жоқ	жоқ	linguistic	_	_	_
226-2	SPK0031	Falling	226	161	оның.	оның	linguistic	_	_	End=396.396
227-0	SPK0031	Interrupted	227	162	Түг—	Түг—	linguistic	_	Interrupted=Yes	Begin=396.396|End=396.905
228-0	SPK0031	Continuing	228	163	Не	Не	linguistic	_	_	Begin=396.905
228-1	SPK0031	Continuing	228	163	бар,	бар	linguistic	_	_	End=397.493
229-0	SPK0031	Falling	229	163	түгел	түгел	linguistic	_	_	Begin=397.5
229-1	SPK0031	Falling	229	163	алады.	алады	linguistic	_	_	End=398.044
230-0	SPK0031	Continuing	230	163	Қаңылтыр,	Қаңылтыр	linguistic	_	_	Begin=398.048|End=398.792
231-0	SPK0031	Falling	231	163	шелекке	шелекке	linguistic	_	_	Begin=398.798
231-1	SPK0031	Falling	231	163	дейін.	дейін	linguistic	_	_	End=399.675
232-0	SPK0031	Falling	232	164	Ана	Ана	linguistic	_	_	Begin=400.317
232-1	SPK0031	Falling	232	164	мәшіндерді	мәшіндерді	linguistic	_	_	_
232-2	SPK0031	Falling	232	164	апарып	апарып	linguistic	_	_	_
232-3	SPK0031	Falling	232	164	өткізсе	өткізсе	linguistic	_	_	_
232-4	SPK0031	Falling	232	164	талай	талай	linguistic	_	_	_
232-5	SPK0031	Falling	232	164	қояды.	қояды	linguistic	_	_	End=402.965
233-0	SPK0031	undefined	233	_	CLEARS_THROAT	CLEARS_THROAT	linguistic	_	_	Begin=403.119|End=403.966
234-0	SPK0032	Continuing	234	165	Бәрін	Бәрін	linguistic	_	_	Begin=405.407
234-1	SPK0032	Continuing	234	165	бірдеңеге	бірдеңеге	linguistic	_	_	_
234-2	SPK0032	Continuing	234	165	жинап,	жинап	linguistic	_	_	End=406.841
235-0	SPK0032	Falling	235	165	бірігіп	бірігіп	linguistic	_	_	Begin=407.759
235-1	SPK0032	Falling	235	165	апарса	апарса	linguistic	_	_	_
235-2	SPK0032	Falling	235	165	жарайды.	жарайды	linguistic	_	_	End=409.464
236-0	SPK0032	Rising	236	166	Иә?	Иә	linguistic	_	_	Begin=409.464|End=409.999
237-0	SPK0031	Continuing	237	167	Иә,	Иә	linguistic	_	_	Begin=410.172|End=410.645
238-0	SPK0031	Falling	238	167	жеке	жеке	linguistic	_	_	Begin=410.671
238-1	SPK0031	Falling	238	167	жеке	жеке	linguistic	_	_	_
238-2	SPK0031	Falling	238	167	апара	апара	linguistic	_	_	_
238-3	SPK0031	Falling	238	167	алмайды	алмайды	linguistic	_	_	_
238-4	SPK0031	Falling	238	167	ғой.	ғой	linguistic	_	_	End=412.257
239-0	SPK0032	Falling	239	168	Жеке-жеке	Жеке-жеке	linguistic	_	_	Begin=412.141
239-1	SPK0032	Falling	239	168	апара	апара	linguistic	_	_	_
239-2	SPK0032	Falling	239	168	алмайды	алмайды	linguistic	_	_	_
239-3	SPK0032	Falling	239	168	ғой.	ғой	linguistic	_	_	End=413.395
240-0	SPK0032	Continuing	240	169	Е	Е	linguistic	_	_	Begin=424.269
240-1	SPK0032	Continuing	240	169	міне	міне	linguistic	_	_	_
240-2	SPK0032	Continuing	240	169	¬Сапаралидің,	Сапаралидің	linguistic	_	Anonymized=Yes	End=425.309
241-0	SPK0032	Continuing	241	169	шашы	шашы	linguistic	_	_	Begin=425.309
241-1	SPK0032	Continuing	241	169	ағарған	ағарған	linguistic	_	_	_
241-2	SPK0032	Continuing	241	169	жоқ,	жоқ	linguistic	_	_	End=426.136
242-0	SPK0032	Falling	242	169	недеген	недеген	linguistic	_	_	Begin=426.136
242-1	SPK0032	Falling	242	169	адам	адам	linguistic	_	_	_
242-2	SPK0032	Falling	242	169	екен	екен	linguistic	_	_	_
242-3	SPK0032	Falling	242	169	сол.	сол	linguistic	_	_	End=427.498
243-0	SPK0031	Falling	243	170	Аааа.	Аааа	linguistic	_	_	Begin=427.673|End=428.661
244-0	SPK0032	Falling	244	171	¬Жанияның	Жанияның	linguistic	_	Anonymized=Yes	Begin=429.006
244-1	SPK0032	Falling	244	171	да	да	linguistic	_	_	_
244-2	SPK0032	Falling	244	171	шашы	шашы	linguistic	_	_	_
244-3	SPK0032	Falling	244	171	сол.	сол	linguistic	_	_	End=430.292
245-0	SPK0032	Interrupted	245	171	А—	А—	linguistic	_	Interrupted=Yes	Begin=430.292|End=430.705
246-0	SPK0031	Falling	246	172	Басы	Басы	linguistic	_	_	Begin=430.317
246-1	SPK0031	Falling	246	172	қандай	қандай	linguistic	_	_	_
246-2	SPK0031	Falling	246	172	доп-домалақ	доп-домалақ	linguistic	_	_	_
246-3	SPK0031	Falling	246	172	¬Сапаралидің.	Сапаралидің	linguistic	_	Anonymized=Yes	End=432.722
247-0	SPK0032	Falling	247	173	А.	А	linguistic	_	_	Begin=432.033|End=432.602
248-0	SPK0031	Interrupted	248	174	Ба—	Ба—	linguistic	_	Interrupted=Yes	Begin=433.159|End=433.649
249-0	SPK0031	Continuing	249	175	Басы	Басы	linguistic	_	_	Begin=433.698
249-1	SPK0031	Continuing	249	175	қандай	қандай	linguistic	_	_	_
249-2	SPK0031	Continuing	249	175	доп-домалақ,	доп-домалақ	linguistic	_	_	End=435.189
250-0	SPK0031	Falling	250	176	шарик	шарик	linguistic	_	_	Begin=435.189
250-1	SPK0031	Falling	250	176	сияқты	сияқты	linguistic	_	_	_
250-2	SPK0031	Falling	250	176	әкеңнің	әкеңнің	linguistic	_	_	_
250-3	SPK0031	Falling	250	176	аузын	аузын	linguistic	_	_	_
250-4	SPK0031	Falling	250	176	сігейін	сігейін	linguistic	_	_	_
250-5	SPK0031	Falling	250	176	@.	@	linguistic	_	_	End=436.539
251-0	SPK0031	Falling	251	177	¬Сапаралидің.	Сапаралидің	linguistic	_	Anonymized=Yes	Begin=436.539|End=437.298
252-0	SPK0032	Falling	252	178	Еее.	Еее	linguistic	_	_	Begin=437.133|End=437.8
253-0	SPK0031	undefined	253	_	CLEARS_THROAT	CLEARS_THROAT	linguistic	_	_	Begin=437.89|End=438.581
254-0	SPK0031	undefined	254	_	SIGHS	SIGHS	linguistic	_	_	Begin=447.889|End=450.937
255-0	SPK0031	Falling	255	179	Таксимен	Таксимен	linguistic	_	_	Begin=486.035
255-1	SPK0031	Falling	255	179	қайтып	қайтып	linguistic	_	_	_
255-2	SPK0031	Falling	255	179	кетеміз	кетеміз	linguistic	_	_	_
255-3	SPK0031	Falling	255	179	дейді.	дейді	linguistic	_	_	End=487.67
256-0	SPK0032	Falling	256	180	Аа.	Аа	linguistic	_	_	Begin=487.685|End=488.281
257-0	SPK0031	Falling	257	181	Таксимен	Таксимен	linguistic	_	_	Begin=488.904
257-1	SPK0031	Falling	257	181	мына	мына	linguistic	_	_	_
257-2	SPK0031	Falling	257	181	жазуым	жазуым	linguistic	_	_	_
257-3	SPK0031	Falling	257	181	бітсе	бітсе	linguistic	_	_	_
257-4	SPK0031	Falling	257	181	қайтып	қайтып	linguistic	_	_	_
257-5	SPK0031	Falling	257	181	кетеміз	кетеміз	linguistic	_	_	_
257-6	SPK0031	Falling	257	181	деп	деп	linguistic	_	_	_
257-7	SPK0031	Falling	257	181	отыр.	отыр	linguistic	_	_	End=491.61
258-0	SPK0031	Continuing	258	182	Қалаға	Қалаға	linguistic	_	_	Begin=491.61
258-1	SPK0031	Continuing	258	182	(H)	(H)	inhale	_	_	End=492.574
259-0	SPK0031	Falling	259	183	енді	енді	linguistic	_	_	Begin=492.574
259-1	SPK0031	Falling	259	183	вообще	вообще	linguistic	_	_	_
259-2	SPK0031	Falling	259	183	кетемін	кетемін	linguistic	_	_	_
259-3	SPK0031	Falling	259	183	дейді	дейді	linguistic	_	_	_
259-4	SPK0031	Falling	259	183	ғой.	ғой	linguistic	_	_	End=494.431
260-0	SPK0031	Rising	260	184	Сен	Сен	linguistic	_	_	Begin=494.59
260-1	SPK0031	Rising	260	184	оқуға	оқуға	linguistic	_	_	_
260-2	SPK0031	Rising	260	184	кетесің	кетесің	linguistic	_	_	_
260-3	SPK0031	Rising	260	184	бе?	бе	linguistic	_	_	End=495.761
261-0	SPK0031	Rising	261	185	Астанаға?	Астанаға	linguistic	_	_	Begin=495.786|End=496.672
262-0	SPK0032	Falling	262	186	Оқуын	Оқуын	linguistic	_	_	Begin=497.246
262-1	SPK0032	Falling	262	186	бітте	бітте	linguistic	_	_	_
262-2	SPK0032	Falling	262	186	емес	емес	linguistic	_	_	_
262-3	SPK0032	Falling	262	186	пе	пе	linguistic	_	_	_
262-4	SPK0032	Falling	262	186	ей.	ей	linguistic	_	_	End=498.446
263-0	SPK0014	Falling	263	187	Алтысында	Алтысында	linguistic	_	_	Begin=498.231
263-1	SPK0014	Falling	263	187	кетемін.	кетемін	linguistic	_	_	End=499.496
264-0	SPK0031	Falling	264	188	А.	А	linguistic	_	_	Begin=499.359|End=500.022
265-0	SPK0014	Falling	265	189	Алтысында	Алтысында	linguistic	_	_	Begin=500.601
265-1	SPK0014	Falling	265	189	кетемін.	кетемін	linguistic	_	_	End=501.566
266-0	SPK0031	Rising	266	190	Алтысында?	Алтысында	linguistic	_	_	Begin=501.566|End=502.515
267-0	SPK0032	Falling	267	191	Астанаға.	Астанаға	linguistic	_	_	Begin=503.35|End=504.234
268-0	SPK0031	Falling	268	192	Иә	Иә	linguistic	_	_	Begin=503.496
268-1	SPK0031	Falling	268	192	кет-	кет-	linguistic	_	Interrupted=Yes	_
268-2	SPK0031	Falling	268	192	кетеді	кетеді	linguistic	_	_	_
268-3	SPK0031	Falling	268	192	Астанаға.	Астанаға	linguistic	_	_	End=505.812
269-0	SPK0032	Continuing	269	193	Дипломы	Дипломы	linguistic	_	_	Begin=508.833
269-1	SPK0032	Continuing	269	193	бар	бар	linguistic	_	_	_
269-2	SPK0032	Continuing	269	193	енді	енді	linguistic	_	_	_
269-3	SPK0032	Continuing	269	193	жұмысын,	жұмысын	linguistic	_	_	End=510.619
270-0	SPK0032	Falling	270	193	істейді.	істейді	linguistic	_	_	Begin=510.619|End=511.139
271-0	SPK0031	Continuing	271	194	###	###	unknown	_	_	Begin=510.896
271-1	SPK0031	Continuing	271	194	бірдеңелер	бірдеңелер	linguistic	_	_	_
271-2	SPK0031	Continuing	271	194	###	###	unknown	_	_	End=512.802
272-0	SPK0032	Falling	272	195	Иә.	Иә	linguistic	_	_	Begin=512.765|End=513.455
273-0	SPK0031	Falling	273	196	жинап	жинап	linguistic	_	_	Begin=513.745
273-1	SPK0031	Falling	273	196	жүр	жүр	linguistic	_	_	_
273-2	SPK0031	Falling	273	196	ғой	ғой	linguistic	_	_	_
273-3	SPK0031	Falling	273	196	жазып.	жазып	linguistic	_	_	End=515.437
274-0	SPK0031	Falling	274	197	Соны	Соны	linguistic	_	_	Begin=516.202
274-1	SPK0031	Falling	274	197	жебереді.	жебереді	linguistic	_	_	End=517.022
275-0	SPK0031	undefined	275	_	CLEARS_THROAT	CLEARS_THROAT	linguistic	_	_	Begin=517.109|End=518.031
276-0	SPK0031	Falling	276	198	Тамағым	Тамағым	linguistic	_	_	Begin=519.458
276-1	SPK0031	Falling	276	198	қырып	қырып	linguistic	_	_	_
276-2	SPK0031	Falling	276	198	кетті	кетті	linguistic	_	_	_
276-3	SPK0031	Falling	276	198	ғой	ғой	linguistic	_	_	_
276-4	SPK0031	Falling	276	198	әкеңнің	әкеңнің	linguistic	_	_	_
276-5	SPK0031	Falling	276	198	аузы.	аузы	linguistic	_	_	End=522.01
277-0	SPK0032	Falling	277	199	Немене	Немене	linguistic	_	_	Begin=522.029
277-1	SPK0032	Falling	277	199	қырып	қырып	linguistic	_	_	_
277-2	SPK0032	Falling	277	199	жатыр.	жатыр	linguistic	_	_	End=523.456
278-0	SPK0031	Falling	278	200	Суықтай	Суықтай	linguistic	_	_	Begin=523.029
278-1	SPK0031	Falling	278	200	ішкеннен	ішкеннен	linguistic	_	_	_
278-2	SPK0031	Falling	278	200	мүмкін.	мүмкін	linguistic	_	_	End=524.659
279-0	SPK0032	Falling	279	201	Неменені	Неменені	linguistic	_	_	Begin=524.676
279-1	SPK0032	Falling	279	201	іштің.	іштің	linguistic	_	_	End=526.001
280-0	SPK0031	Continuing	280	202	Осы	Осы	linguistic	_	_	Begin=526.413
280-1	SPK0031	Continuing	280	202	квасты	квасты	linguistic	_	_	_
280-2	SPK0031	Continuing	280	202	жаңа,	жаңа	linguistic	_	_	End=528.01
281-0	SPK0032	Falling	281	_	@	@	linguistic	_	_	Begin=528.496
281-1	SPK0032	Falling	281	_	##	##	unknown	_	_	End=530.248
282-0	SPK0031	Falling	282	_	#####	#####	unknown	_	_	Begin=528.649|End=529.858
283-0	SPK0032	Falling	283	203	Недеген	Недеген	linguistic	_	_	Begin=530.384
283-1	SPK0032	Falling	283	203	адам	адам	linguistic	_	_	_
283-2	SPK0032	Falling	283	203	тіпті.	тіпті	linguistic	_	_	End=531.879
284-0	SPK0032	Falling	284	203	##	##	unknown	_	_	Begin=533.652|End=534.308
285-0	SPK0032	Continuing	285	203	Морожыный	Морожыный	linguistic	_	_	Begin=534.469
285-1	SPK0032	Continuing	285	203	жеген	жеген	linguistic	_	_	_
285-2	SPK0032	Continuing	285	203	кісі,	кісі	linguistic	_	_	End=535.578
286-0	SPK0032	Falling	286	203	недеген	недеген	linguistic	_	_	Begin=535.578
286-1	SPK0032	Falling	286	203	иә.	иә	linguistic	_	_	End=536.797
287-0	SPK0031	Falling	287	204	Соны	Соны	linguistic	_	_	Begin=536.261
287-1	SPK0031	Falling	287	204	айтамын.	айтамын	linguistic	_	_	End=536.863
288-0	SPK0031	Falling	288	205	Құдай-ай	Құдай-ай	linguistic	_	_	Begin=537.464
288-1	SPK0031	Falling	288	205	сақтай	сақтай	linguistic	_	_	_
288-2	SPK0031	Falling	288	205	гөр.	гөр	linguistic	_	_	End=538.764
289-0	SPK0032	Falling	289	206	Онікі	Онікі	linguistic	_	_	Begin=543.669
289-1	SPK0032	Falling	289	206	кәрілік	кәрілік	linguistic	_	_	_
289-2	SPK0032	Falling	289	206	кішкене.	кішкене	linguistic	_	_	End=545.159
290-0	SPK0032	Interrupted	290	207	Одан	Одан	linguistic	_	_	Begin=545.272
290-1	SPK0032	Interrupted	290	207	басқа	басқа	linguistic	_	_	_
290-2	SPK0032	Interrupted	290	207	түгі	түгі	linguistic	_	_	_
290-3	SPK0032	Interrupted	290	207	де—	де—	linguistic	_	Interrupted=Yes	End=546.343
291-0	SPK0031	undefined	291	_	@@@	@@@	linguistic	_	_	Begin=546.414|End=547.642
292-0	SPK0032	Falling	292	208	Давлением	Давлением	linguistic	_	_	Begin=546.662
292-1	SPK0032	Falling	292	208	жоқ	жоқ	linguistic	_	_	_
292-2	SPK0032	Falling	292	208	дейді.	дейді	linguistic	_	_	End=548.438
293-0	SPK0031	Continuing	293	_	##	##	unknown	_	_	Begin=548.272|End=549.044
294-0	SPK0031	Continuing	294	209	¬Сапарали	Сапарали	linguistic	_	Anonymized=Yes	Begin=549.046
294-1	SPK0031	Continuing	294	209	жоқ	жоқ	linguistic	_	_	_
294-2	SPK0031	Continuing	294	209	дейді	дейді	linguistic	_	_	_
294-3	SPK0031	Continuing	294	209	анау	анау	linguistic	_	_	_
294-4	SPK0031	Continuing	294	209	айтады,	айтады	linguistic	_	_	End=550.754
295-0	SPK0031	Continuing	295	209	жүз	жүз	linguistic	_	_	Begin=550.759
295-1	SPK0031	Continuing	295	209	елу,	елу	linguistic	_	_	End=551.213
296-0	SPK0031	Falling	296	209	жүз	жүз	linguistic	_	_	Begin=551.213
296-1	SPK0031	Falling	296	209	алпыспен	алпыспен	linguistic	_	_	_
296-2	SPK0031	Falling	296	209	жүремін	жүремін	linguistic	_	_	_
296-3	SPK0031	Falling	296	209	дейді.	дейді	linguistic	_	_	End=552.471
297-0	SPK0032	Falling	297	210	Өтірік	Өтірік	linguistic	_	_	Begin=552.756
297-1	SPK0032	Falling	297	210	айтады.	айтады	linguistic	_	_	End=553.433
298-0	SPK0031	Rising	298	211	Иә?	Иә	linguistic	_	_	Begin=553.511|End=553.856
299-0	SPK0032	Continuing	299	210	¬Сапарали,	Сапарали	linguistic	_	Anonymized=Yes	Begin=553.521|End=554.532
300-0	SPK0032	Falling	300	210	екеуінде	екеуінде	linguistic	_	_	Begin=554.532
300-1	SPK0032	Falling	300	210	де	де	linguistic	_	_	_
300-2	SPK0032	Falling	300	210	бар.	бар	linguistic	_	_	End=555.74
301-0	SPK0031	Continuing	301	212	Ал	Ал	linguistic	_	_	Begin=554.654
301-1	SPK0031	Continuing	301	212	¬Сапарали	Сапарали	linguistic	_	Anonymized=Yes	_
301-2	SPK0031	Continuing	301	212	айтады,	айтады	linguistic	_	_	End=555.736
302-0	SPK0031	Falling	302	212	менде	менде	linguistic	_	_	Begin=556.053
302-1	SPK0031	Falling	302	212	вообще	вообще	linguistic	_	_	_
302-2	SPK0031	Falling	302	212	жоқ	жоқ	linguistic	_	_	_
302-3	SPK0031	Falling	302	212	дейді.	дейді	linguistic	_	_	End=557.251
303-0	SPK0031	Falling	303	212	Давление.	Давление	linguistic	_	_	Begin=557.262|End=558.089
304-0	SPK0032	Falling	304	213	Иә.	Иә	linguistic	_	_	Begin=557.467|End=557.993
305-0	SPK0032	Falling	305	214	Иә.	Иә	linguistic	_	_	Begin=558.093|End=558.794
306-0	SPK0031	Falling	306	215	¬Жания	Жания	linguistic	_	Anonymized=Yes	Begin=559.902
306-1	SPK0031	Falling	306	215	айтады.	айтады	linguistic	_	_	End=560.794
307-0	SPK0031	Continuing	307	215	Жүз	Жүз	linguistic	_	_	Begin=561.701
307-1	SPK0031	Continuing	307	215	елу,	елу	linguistic	_	_	End=562.114
308-0	SPK0031	Falling	308	215	жүз	жүз	linguistic	_	_	Begin=562.114
308-1	SPK0031	Falling	308	215	алпыс	алпыс	linguistic	_	_	_
308-2	SPK0031	Falling	308	215	дейді.	дейді	linguistic	_	_	End=563.042
309-0	SPK0032	Continuing	309	216	¬Сапаралидің	Сапаралидің	linguistic	_	Anonymized=Yes	Begin=573.947
309-1	SPK0032	Continuing	309	216	бауырына	бауырына	linguistic	_	_	_
309-2	SPK0032	Continuing	309	216	да,	да	linguistic	_	_	End=575.415
310-0	SPK0032	Falling	310	216	жасапты	жасапты	linguistic	_	_	Begin=575.415
310-1	SPK0032	Falling	310	216	жазылып	жазылып	linguistic	_	_	_
310-2	SPK0032	Falling	310	216	кетті	кетті	linguistic	_	_	_
310-3	SPK0032	Falling	310	216	әне.	әне	linguistic	_	_	End=576.837
311-0	SPK0032	Continuing	311	217	Жақсы	Жақсы	linguistic	_	_	Begin=579.405
311-1	SPK0032	Continuing	311	217	әгі,	әгі	linguistic	_	_	End=580.124
312-0	SPK0032	Continuing	312	218	не	не	linguistic	_	_	Begin=580.176
312-1	SPK0032	Continuing	312	218	болды,	болды	linguistic	_	_	End=580.899
313-0	SPK0032	Falling	313	219	таза	таза	linguistic	_	_	Begin=581.118
313-1	SPK0032	Falling	313	219	болып.	болып	linguistic	_	_	End=582.067
